Independent_Var1,Independent_Var2,Dependent_Var
0.97837183283771,-0.3195498194933366,0.6047070905993591
-0.0018067870733793298,-0.705411714490945,-0.04252549251880105
-0.7192053535748137,-1.1635618143795907,-2.8391708595722975
1.1711080583134335,0.18278234875156515,1.0203988344306023
-0.12099452474188105,1.1893299373439865,0.2139980125724414
-1.2017343567888676,-1.7039025429875312,-0.7642546394322729
0.6436160699265986,2.1766870656301758,2.1103656629680754
-0.8461418956649369,-0.1498510050255339,-1.2584661957623842
-0.5249005126018091,-0.27679981561579703,1.6962480812784106
1.814728936569586,0.739147641870118,2.540950003407881
-1.2937611904207387,1.5302693133226135,0.6781409054635557
0.5146417778688022,-0.7540382416954019,-0.9632136987992879
1.8323554653929028,-0.915637406152799,1.1071759038634417
2.057734416418067,-0.22620293915951367,0.26432835851150027
0.6081094599608373,-0.8661131219055388,-1.6183235878819506
0.09409042422641549,0.6876854503432659,-1.4323549077015596
0.21241464874153385,0.5253782418487446,-0.7933271050952271
0.41872769040402275,0.3911332502170928,0.5202072835875696
-0.5696989340730574,-0.5209972687558877,0.7994438424906399
-0.9565118479169445,0.3362827924669763,0.610478108911029
-1.203677502644359,-2.008849101177687,-0.498494406455647
1.2623324124441169,1.0307822078940791,-1.5995728685515727
-0.831568102208225,0.37877116626284635,-1.0000899311363904
0.3996061007712353,-0.2288370719726638,-2.891652232856782
0.10150001775964057,0.5429455500254139,-2.0387119071385635
