X,Y
3.745401188473625,12.664896513423594
9.50714306409916,23.416271427266587
7.319939418114051,19.823400389299103
5.986584841970366,12.998031854738947
1.5601864044243652,7.681029033173706
1.5599452033620265,8.834115549747546
0.5808361216819946,9.117460332847022
8.661761457749352,21.28698247895141
6.011150117432088,15.405313029077801
7.080725777960454,18.157937468751836
0.20584494295802447,7.242494121320197
9.699098521619943,25.055699262559255
8.324426408004218,20.58933240847436
2.1233911067827616,10.273317079792236
1.8182496720710062,8.830654442838094
1.8340450985343382,10.605380178134453
3.0424224295953772,9.68073867143605
5.247564316322379,14.839804339449222
4.319450186421157,12.854684066577999
2.9122914019804194,7.897552907696602
6.118528947223795,17.82929844857674
1.3949386065204183,8.311987757400615
2.9214464853521815,10.853119883989285
3.663618432936917,11.85806259912354
4.56069984217036,11.290658200239891
7.851759613930136,19.862228582329553
1.9967378215835974,8.308046610113655
5.142344384136116,13.680134229828994
5.924145688620425,16.52571995390883
0.46450412719997725,6.737109968029031
6.075448519014383,20.923268840449825
1.7052412368729153,8.759638099409509
0.6505159298527952,6.816132641151119
9.488855372533333,23.82881891353433
9.656320330745594,20.475098230893103
8.08397348116461,21.114919211430788
3.0461376917337066,11.212735803349466
0.9767211400638387,11.87992650509825
6.842330265121569,18.29993860068089
4.4015249373960135,14.406144559459252
1.2203823484477883,7.37134115748509
4.951769101112702,12.56618212698634
0.34388521115218396,7.973416051334409
9.093204020787821,24.69027410694919
2.587799816000169,11.757663526086432
6.62522284353982,16.43167077749016
3.1171107608941098,14.039810143660418
5.200680211778108,12.597658297971655
5.4671027934327965,17.107919774466133
1.8485445552552704,13.0780003621305
9.695846277645586,22.410619905029794
7.7513282336111455,19.370061008016748
9.394989415641891,23.989281561459066
8.948273504276488,21.889595700320577
5.978999788110851,13.856672714089438
9.218742350231167,23.57461065007439
0.884925020519195,4.645242613586181
1.959828624191452,9.866842109653268
0.45227288910538066,4.065697309743155
3.2533033076326436,14.606475425300367
3.8867728968948203,11.207039209117166
2.713490317738959,9.782857603066567
8.287375091519294,23.20178461777793
3.567533266935893,9.673337901003876
2.8093450968738076,11.073610062955874
5.426960831582485,18.468207171729826
1.4092422497476265,4.603518030372798
8.021969807540398,21.413207332145404
0.7455064367977082,7.010778462092263
9.868869366005173,26.301384475564966
7.722447692966574,17.970993964176984
1.987156815341724,6.333400404514895
0.05522117123602399,6.1543254737058435
8.154614284548341,21.903197915563055
7.068573438476172,19.638132577644097
7.2900716804098735,20.273039779813697
7.712703466859457,19.065357490561933
0.7404465173409036,6.945400429003815
3.5846572854427263,12.755459517482816
1.1586905952512971,5.888678354449858
8.631034258755935,25.993617539801384
6.232981268275579,18.413628378374735
3.308980248526492,9.235353502647687
0.6355835028602363,7.584274222988133
3.109823217156622,9.270283093858602
3.2518332202674705,13.077835648019844
7.29606178338064,21.909314724776088
6.3755747135521315,16.10978479040084
8.872127425763265,24.671007110015175
4.722149251619493,15.269860357111982
1.195942459383017,9.036005238755013
7.13244787222995,23.058481709767793
7.607850486168974,19.72492474033221
5.612771975694963,14.718071622674945
7.70967179954561,18.640314739840175
4.937955963643907,13.24429135735694
5.227328293819941,15.300453168811673
4.275410183585496,14.23312431680428
0.2541912674409519,6.061764133541941
1.0789142699330445,8.812195037938137
